movieId,title,genres,keywords
39,Clueless (1995),Comedy|Romance,teenager|high school|girlie movie|teen|teen movie
40,"Cry, the Beloved Country (1995)",Drama,prejudice|africa|based on a book|segregation|south africa
41,Richard III (1995),Drama|War,based on a play|1930s|england|robert downey jr|shakespeare
42,Dead Presidents (1995),Action|Crime|Drama,vietnam war|crime|violence|heist|bank robbery
43,Restoration (1995),Drama,historical|irish accent|robert downey jr|england|period piece
44,Mortal Kombat (1995),Action|Adventure|Fantasy,adapted from:game|video game|martial arts|based on a video game|video game adaptation
45,To Die For (1995),Comedy|Drama|Thriller,manipulation|dark comedy|fake documentary|dark humor|obsession
46,How to Make an American Quilt (1995),Drama|Romance,marriage|relationships|chick flick|love|women
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,detective|great ending|powerful ending|police investigation|serial killer
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,cartoon|indians|animation|native americans|disney animated feature
49,When Night Is Falling (1995),Drama|Romance,love|nudity (topless - notable)|beautifully filmed|love story|lesbian
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,great ending|twists & turns|plot twist|surprise ending|oscar (best supporting actor)
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,original|independent film|parenthood|oscar (best supporting actress)|adoption
53,Lamerica (1994),Adventure|Drama,runaway|giant robots|melancholic|criterion|independent film
54,"Big Green, The (1995)",Children|Comedy,disney|children|sports|kids and family|kids
55,Georgia (1995),Drama,relationships|music|addiction|musicians|sisters
56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,fantasy|predictable|kids and family|original|kids
57,Home for the Holidays (1995),Drama,holiday|drama|off-beat comedy|robert downey jr|dysfunctional family
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,mentor|love story|melancholic|beautifully filmed|beautiful scenery
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,foreign|oscar (best foreign language film)|enigmatic|criterion|storytelling
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,fantasy|magic|based on book|indians|based on a book
61,Eye for an Eye (1996),Drama|Thriller,revenge|vengeance|rape|vigilantism|vigilante
62,Mr. Holland's Opus (1995),Drama,classical music|teacher|mentor|musicians|music
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,hilarious|funniest movies|comedy|parody|spoof
64,Two if by Sea (1996),Comedy|Romance,island|original|great|romantic comedy|so bad it's funny
65,Bio-Dome (1996),Comedy,dumb|stupidity|goofy|idiotic|stupid
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,horrible|bad acting|future|scifi|virtual reality
67,Two Bits (1995),Drama,homeless|solitude|mentor|life & death|coming of age
68,French Twist (Gazon maudit) (1995),Comedy|Romance,sexuality|women|sexual|lesbian|relationships
69,Friday (1995),Comedy,chris tucker|funniest movies|funny|weed|comedy
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,violence|bloody|cult classic|vampires|splatter
71,Fair Game (1995),Action,good action|car chase|action|chase|notable nudity
72,Kicking and Screaming (1995),Comedy|Drama,dialogue|criterion|talky|dialogue driven|college
73,"Misérables, Les (1995)",Drama|War,jewish|beautifully filmed|based on a book|world war ii|adapted from:book
74,Bed of Roses (1996),Drama|Romance,romance|romantic comedy|love story|romantic|chick flick
75,Big Bully (1996),Comedy|Drama,school|original|arnold|childhood|bullying
76,Screamers (1995),Action|Sci-Fi|Thriller,sci fi|robots|futuristic|sci-fi|scifi
77,Nico Icon (1995),Documentary,drug abuse|artist|documentary|musicians|music
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,death|independent film|redemption|vengeance|guilt
79,"Juror, The (1996)",Drama|Thriller,mob|surveillance|thriller|tom clancy|mafia
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,greed|money|childhood|iran|children
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,hit men|gangsters|gangster|organized crime|crime gone awry
82,Antonia's Line (Antonia) (1995),Comedy|Drama,reflective|intellectual|relationships|women|oscar (best foreign language film)
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,holocaust|original|based on a book|visually appealing|segregation
84,Last Summer in the Hamptons (1995),Comedy|Drama,family|weird|original|independent film|unusual plot structure
85,Angels and Insects (1995),Drama|Romance,costume drama|period piece|incest|secrets|male nudity
86,White Squall (1996),Action|Adventure|Drama,coming-of-age|based on true story|adventure|mentor|coming of age
87,Dunston Checks In (1996),Children|Comedy,kids|hotel|family|kids and family|single father
88,Black Sheep (1996),Comedy,hilarious|very funny|funny|saturday night live|comedy
89,Nick of Time (1995),Action|Thriller,kidnapping|tense|assassination|suspense|conspiracy
90,The Journey of August King (1995),Drama,beautifully filmed|brutality|original|slavery|runaway
92,Mary Reilly (1996),Drama|Horror|Thriller,based on a book|story|mad scientist|original|irish accent
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,original|horror|comedy|vampire|vampires
94,Beautiful Girls (1996),Comedy|Drama|Romance,mentor|relationships|friendship|coming of age|small town
95,Broken Arrow (1996),Action|Adventure|Thriller,explosions|gunfight|good action|action packed|action
96,In the Bleak Midwinter (1995),Comedy|Drama,dysfunctional family|love|christmas|ensemble cast|shakespeare
97,"Hate (Haine, La) (1995)",Crime|Drama,black and white|bleak|criterion|powerful ending|social commentary
98,Shopping (1994),Action|Thriller,pornography|pointless|shopping|original|independent film
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,california|los angeles|greed|pornography|prostitution
100,City Hall (1996),Drama|Thriller,political|politics|corruption|world politics|political corruption
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,off-beat comedy|humorous|quirky|heist|independent film
102,Mr. Wrong (1996),Comedy,goofy|funny|original|horrible|comedy
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,suspense|twists & turns|murder|thriller|murder mystery
104,Happy Gilmore (1996),Comedy,hilarious|goofy|sports|comedy|golf
105,"Bridges of Madison County, The (1995)",Drama|Romance,adultery|bittersweet|romance|romantic|love story
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,oscar (best foreign language film)|voodoo|life philosophy|germany|german
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,adventure|fun movie|treasure|treasure hunt|muppets
108,Catwalk (1996),Documentary,documentary|original|fashion|hip hop|grindhouse
110,Braveheart (1995),Action|Drama|War,courage|oscar (best directing)|oscar (best picture)|history|historical
111,Taxi Driver (1976),Crime|Drama|Thriller,golden palm|imdb top 250|character study|masterpiece|loneliness
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,action|hong kong|fight scenes|kung fu|martial arts
113,Before and After (1996),Drama|Mystery,murder|original|drama|family|family drama
114,Margaret's Museum (1995),Drama,beautiful scenery|love story|story|canada|mining
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,wine|criterion|spanish|women|relationships
116,Anne Frank Remembered (1995),Documentary,world war ii|anti-semitism|poland|jews|holocaust
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,dark|murder|based on true story|based on a true story|true story
118,If Lucy Fell (1996),Comedy|Romance,good soundtrack|romantic|relationships|romantic comedy|independent film
119,"Steal Big, Steal Little (1995)",Comedy,good|original|lawyers|gangsters|lawyer
120,Race the Sun (1996),Adventure|Comedy|Drama,feel-good|race|australian|teacher|australia
121,"Boys of St. Vincent, The (1992)",Drama,pornography|corruption|disturbing|sexual abuse|child abuse
122,Boomerang (1992),Comedy|Romance,funny|romance|sexy|comedy|nudity (topless - brief)
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,melancholic|notable soundtrack|criterion|love|loneliness
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,foreign|original|rome|loneliness|beautifully filmed
125,Flirting With Disaster (1996),Comedy,funny|comedy|independent film|ensemble cast|adoption
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,dragons|original|fantasy|fantasy world|magic
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,original|coming-of-age|sexy|culture clash|women
128,Jupiter's Wife (1994),Documentary,biography|obsession|documentary|drugs|homeless
129,Pie in the Sky (1996),Comedy|Romance,quirky|romantic|nudity (topless - notable)|love|romance
131,Frankie Starlight (1995),Drama|Romance,happy ending|based on true story|irish|irish accent|ireland
132,Jade (1995),Thriller,murder mystery|sexual|san francisco|murder|sex
135,Down Periscope (1996),Comedy,silly fun|silly|hilarious|comedy|submarine
136,From the Journals of Jean Seberg (1995),Documentary,original|criterion|life|women|documentary
137,Man of the Year (1995),Documentary,life philosophy|documentary|independent film|aids|gay
138,"Neon Bible, The (1995)",Drama,based on book|adapted from:book|book|books|based on a book
140,Up Close and Personal (1996),Drama|Romance,mentor|chick flick|romance|romantic|love story
141,"Birdcage, The (1996)",Comedy,homophobia|homosexuality|gay character|gay|cross dressing
144,"Brothers McMullen, The (1995)",Comedy,brothers|love|relationships|independent film|irish
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,comedy|buddy movie|action packed|action|good action
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,cute|adventure|china|kids|family
147,"Basketball Diaries, The (1995)",Drama,mentor|drugs|addiction|drug addiction|drug abuse
148,"Awfully Big Adventure, An (1995)",Drama,england|nudity (topless)|original|nudity (topless - notable)|weird
149,Amateur (1994),Crime|Drama|Thriller,amnesia|deadpan|hit men|quirky|independent film
150,Apollo 13 (1995),Adventure|Drama|IMAX,space|space travel|nasa|astronauts|space program
151,Rob Roy (1995),Action|Drama|Romance|War,beautiful scenery|scotland|sword fighting|18th century|sword fight
152,"Addiction, The (1995)",Drama|Horror,drug addiction|goth|addiction|vampire|vampires
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,franchise|vigilante|super-hero|dark hero|batman
154,Beauty of the Day (Belle de jour) (1967),Drama,fantasy|obsession|criterion|enigmatic|sexual
155,Beyond Rangoon (1995),Adventure|Drama|War,indians|original|sacrifice|civil war|world politics
156,Blue in the Face (1995),Comedy|Drama,good soundtrack|great|new york|new york city|independent film
157,Canadian Bacon (1995),Comedy|War,sarcasm|military|satirical|politics|satire
158,Casper (1995),Adventure|Children,afterlife|childhood|family|children|ghosts
159,Clockers (1995),Crime|Drama|Mystery,good soundtrack|addiction|drug addiction|crime|drugs
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,big budget|adventure|adapted from:book|based on a book|jungle
161,Crimson Tide (1995),Drama|Thriller|War,cold war|military|submarine|tense|tom clancy
162,Crumb (1994),Documentary,artist|documentary|obsession|art|artistic
163,Desperado (1995),Action|Romance|Western,good action|gunfight|stylish|violence|action
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,film noir|noir|based on a book|los angeles|neo-noir
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,good action|action packed|vengeance|lone hero|action
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,cult film|surreal|sexual|violence|sex
167,Feast of July (1995),Drama,original|visually appealing|wartime|death|beautifully filmed
168,First Knight (1995),Action|Drama|Romance,king arthur|romance|chick flick|love story|medieval
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,predictable|original|sequels|adventure|family
170,Hackers (1995),Action|Adventure|Crime|Thriller,awesome soundtrack|cyberpunk|hackers|geeks|hacking
171,Jeffrey (1995),Comedy|Drama,homosexuality|queer|aids|gay|gay character
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,scifi|futuristic|future|dystopic future|cyberpunk
173,Judge Dredd (1995),Action|Crime|Sci-Fi,sci-fi|future|adapted from:comic|futuristic|based on a comic
174,Jury Duty (1995),Comedy,original|stupid|funny|idiotic|comedy
175,Kids (1995),Drama,drug abuse|golden palm|pornography|drugs|controversial
176,Living in Oblivion (1995),Comedy,original|low budget|dreams|indie|independent film
177,Lord of Illusions (1995),Horror,devil|demons|horror|supernatural|dark fantasy
178,Love & Human Remains (1993),Comedy|Drama,lesbian|love|gay character|relationships|gay
179,Mad Love (1995),Drama|Romance,teen movie|original|romance|love story|love
180,Mallrats (1995),Comedy|Romance,slackers|new jersey|comedy|jay and silent bob|view askew
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,nostalgic|mentor|original|based on a tv show|ninja
182,Moonlight and Valentino (1995),Drama|Romance,life philosophy|friendship|women|chick flick|relationships
183,Mute Witness (1994),Comedy|Horror|Thriller,murder|suspense|thriller|chase|suspenseful
184,Nadja (1994),Drama,eccentricity|new york|goth|vampires|vampire
185,"Net, The (1995)",Action|Crime|Thriller,technology|conspiracy|hacking|chase|internet
186,Nine Months (1995),Comedy|Romance,parenthood|romantic comedy|chick flick|pregnancy|comedy
187,Party Girl (1995),Comedy,life philosophy|original|indie|independent film|fun movie
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,catholicism|biblical|religion|god|devil
189,Reckless (1995),Comedy|Fantasy,runaway|holiday|original|hit men|christmas
190,Safe (1995),Thriller,loneliness|enigmatic|social commentary|independent film|environment
191,"Scarlet Letter, The (1995)",Drama|Romance,book|adaptation|based on book|adapted from:book|based on a book
192,The Show (1995),Documentary,spelling bee|giant robots|corruption|documentary|hip hop
193,Showgirls (1995),Drama,pornography|strippers|nudity (topless - brief)|erotic|nudity (topless)
194,Smoke (1995),Comedy|Drama,father son relationship|ensemble cast|storytelling|oscar (best supporting actor)|independent film
195,Something to Talk About (1995),Comedy|Drama|Romance,natural disaster|dysfunctional family|family|women|sisters
196,Species (1995),Horror|Sci-Fi,alien invasion|first contact|sci-fi|aliens|alien
197,"Stars Fell on Henrietta, The (1995)",Drama,original|texas|small town|1930s|oil
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,science fiction|virtual reality|futuristic|future|cyberpunk
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,music|melancholic|romantic|bittersweet|golden palm
200,"Tie That Binds, The (1995)",Thriller,vengeance|runaway|women|original|adoption
201,Three Wishes (1995),Drama|Fantasy,kids and family|family|feel-good|sentimental|dog
202,Total Eclipse (1995),Drama|Romance,homosexuality|gay|biographical|mentor|gay character
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,queer|gay|homophobia|small town|cross dressing
204,Under Siege 2: Dark Territory (1995),Action,fight scenes|action packed|good action|train|action
205,Unstrung Heroes (1995),Comedy|Drama,storytelling|original|drama|dysfunctional family|cancer
206,Unzipped (1995),Documentary,very interesting|documentary|sexual|women|fashion
207,"Walk in the Clouds, A (1995)",Drama|Romance,chick flick|love|love story|romantic|romance
208,Waterworld (1995),Action|Adventure|Sci-Fi,future|big budget|post apocalyptic|post-apocalyptic|futuristic
209,White Man's Burden (1995),Drama,alternate history|stereotypes|original|alternate reality|race issues
210,Wild Bill (1995),Western,original|biopic|life & death|gunfight|western
211,"Browning Version, The (1994)",Drama,reflective|school|life & death|mentor|teacher
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,comedy|adventure|kids and family|kids|children
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,father daughter relationship|foreign|russia|russian|oscar (best foreign language film)
214,Before the Rain (Pred dozhdot) (1994),Drama|War,storytelling|wartime|brutality|non-linear|criterion
215,Before Sunrise (1995),Drama|Romance,romance|love story|vienna|dialogue driven|romantic
216,Billy Madison (1995),Comedy,hilarious|stupidity|goofy|comedy|funniest movies
217,"Babysitter, The (1995)",Drama|Thriller,teen movie|pornography|fantasy|teenager|obsession
218,Boys on the Side (1995),Comedy|Drama,aids|road movie|unlikely friendships|friendship|women
219,"Cure, The (1995)",Drama,childhood|terminal illness|unlikely friendships|friendship|coming of age
220,Castle Freak (1995),Horror,cannibalism|creepy|death|splatter|horror
222,Circle of Friends (1995),Drama|Romance,irish accent|ireland|friendship|irish|adapted from:book
223,Clerks (1994),Comedy,slackers|new jersey|independent film|jay and silent bob|view askew
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,psychiatrist|romantic|love|romance|fantasy
225,Disclosure (1994),Drama|Thriller,conspiracy|erotic|workplace|based on a book|sexual
227,Drop Zone (1994),Action|Thriller,chase|action packed|fight scenes|action|good action
228,Destiny Turns on the Radio (1995),Comedy,original|quirky|dialogue|destiny|las vegas
229,Death and the Maiden (1994),Drama|Thriller,intense|guilt|dialogue driven|world politics|psychological
230,Dolores Claiborne (1995),Drama|Thriller,secrets|murder|small town|drama|adapted from:book
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,comedy|dumb but funny|funniest movies|suprisingly clever|dumb
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,amazing cinematography|single father|cooking|relationships|father daughter relationship
233,Exotica (1994),Drama,art house|obsession|melancholic|enigmatic|complex
234,Exit to Eden (1994),Comedy,pornography|male nudity|nudity (topless - notable)|erotic|bdsm
235,Ed Wood (1994),Comedy|Drama,affectionate|imdb top 250|biopic|eccentricity|oscar (best supporting actor)
236,French Kiss (1995),Action|Comedy|Romance,good romantic comedies|paris|france|romantic|romantic comedy
237,Forget Paris (1995),Comedy|Romance,comedy|romance|romantic|romantic comedy|paris
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,family|kids and family|dogs|wilderness|dog
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,disney|animation|disney animated feature|goofy|cartoon
240,Hideaway (1995),Thriller,adaptation|adapted from:book|based on book|serial killer|based on a book
241,Fluke (1995),Children|Drama,animal movie|animals|kids and family|dogs|dog
242,Farinelli: il castrato (1994),Drama|Musical,biopic|music|opera|mozart|18th century
243,Gordy (1995),Children|Comedy|Fantasy,kids and family|animals|pigs|family|talking animals
244,Gumby: The Movie (1995),Animation|Children,claymation|cartoon|robot|original|stop motion
245,The Glass Shield (1994),Crime|Drama,justice|police investigation|corruption|police corruption|police
246,Hoop Dreams (1994),Documentary,criterion|poverty|documentary|sports|oscar (best editing)
247,Heavenly Creatures (1994),Crime|Drama,true story|surreal|fantasy world|friendship|obsession
248,Houseguest (1994),Comedy,hilarious|chase|funny|family|comedy
249,Immortal Beloved (1994),Drama|Romance,biopic|mozart|music|classical music|biographical
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,childhood|nostalgic|fun movie|kids|camp
251,"Hunted, The (1995)",Action,vengeance|sword fighting|action|fight scenes|ninja
252,I.Q. (1994),Comedy|Romance,romance|love story|chick flick|romantic|romantic comedy
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,based on a book|adapted from:book|immortality|vampire|vampires
254,Jefferson in Paris (1995),Drama,france|historical|history|18th century|revolution
255,"Jerky Boys, The (1995)",Comedy,very funny|mafia|funny|mob|comedy
256,Junior (1994),Comedy|Sci-Fi,silly|silly fun|comedy|pregnancy|arnold
257,Just Cause (1995),Mystery|Thriller,murder|lawyer|death penalty|vengeance|lawyers
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,childhood|king arthur|disney|kids and family|kids
259,Kiss of Death (1995),Crime|Drama|Thriller,crime|gangsters|mob|gangster|nudity (topless - brief)
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,trilogy|scifi|sci fi|science fiction|space opera
261,Little Women (1994),Drama,costume drama|sisters|girlie movie|adapted from:book|family bonds
262,"Little Princess, A (1995)",Children|Drama,beautifully filmed|adapted from:book|boarding school|based on a book|imagination
263,Ladybird Ladybird (1994),Drama,working class|relationships|children|harsh|social commentary
264,"Enfer, L' (1994)",Drama,paranoia|insanity|adultery|psychological|obsession
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,love|relationships|passionate|cooking|magic realism
266,Legends of the Fall (1994),Drama|Romance|War|Western,family bonds|epic|love story|brothers|oscar (best cinematography)
267,Major Payne (1995),Comedy,hilarious|funny|funniest movies|children|comedy
268,Little Odessa (1994),Crime|Drama,crime|original|hit men|organized crime|dysfunctional family
269,My Crazy Life (Mi vida loca) (1993),Drama,drugs|california|friendship|gangs|los angeles
270,Love Affair (1994),Drama|Romance,romantic|romance|remake|love|love story
271,Losing Isaiah (1995),Drama,family|lawyers|children|mother-son relationship|adoption
272,"Madness of King George, The (1994)",Comedy|Drama,historical|history|england|costume drama|18th century
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,mad scientist|adaptation|based on book|based on a book|adapted from:book
274,Man of the House (1995),Comedy,kids|divorce|children|family|chase
275,Mixed Nuts (1994),Comedy,original|comedy|remake|holiday|christmas
276,Milk Money (1994),Comedy|Romance,happy ending|kids and family|kids|prostitution|single father
277,Miracle on 34th Street (1994),Drama,family|original|christmas|holiday|remake
278,Miami Rhapsody (1995),Comedy,original|cheating|marriage|infidelity|relationships
279,My Family (1995),Drama,excellent script|california|dysfunctional family|family|los angeles
280,Murder in the First (1995),Drama|Thriller,corruption|prison|lawyer|lawyers|alcatraz
281,Nobody's Fool (1994),Comedy|Drama|Romance,drinking|relationships|character study|father son relationship|small town
282,Nell (1994),Drama,dramatic|doctors|touching|disability|drama
283,New Jersey Drive (1995),Crime|Drama,brutality|cars|police|police corruption|new jersey
285,Beyond Bedlam (1993),Drama|Horror,guilt|original|psychology|serial killer|dreams
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,sci-fi|original|sequels|sequel|cyborgs
287,Nina Takes a Lover (1994),Comedy|Romance,finnish|independent film|original|romance|love
288,Natural Born Killers (1994),Action|Crime|Thriller,controversial|brutality|gratuitous violence|violent|violence
289,Only You (1994),Comedy|Romance,romance|robert downey jr|romantic|destiny|romantic comedy
290,Once Were Warriors (1994),Crime|Drama,visceral|powerful ending|violent|brutality|violence
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,tense|good|tom clancy|military|virus
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,hitman|imdb top 250|action|assassin|hit men
294,"Perez Family, The (1995)",Comedy|Romance,romance|family|love story|original|independent film
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,romance|romantic|original|love story|chick flick
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,imdb top 250|masterpiece|dark humor|gratuitous violence|hit men
297,Panther (1995),Drama,history|factual|true story|violence|brutality
298,Pushing Hands (Tui shou) (1992),Drama,touching|immigrants|life philosophy|original|culture clash
299,Priest (1994),Drama,god|sexual abuse|homosexuality|gay|catholicism
300,Quiz Show (1994),Drama,reality tv|great acting|true story|based on true story|manipulation
301,Picture Bride (Bijo photo) (1994),Drama|Romance,historical|tokyo|storytelling|japan|hawaii
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,costume drama|historical|french|history|france
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,vengeance|redemption|small town|gunfight|western
304,Roommates (1995),Comedy|Drama,good|drama|family|mentor|cancer
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,satire|nudity (topless - notable)|ensemble cast|nudity (full frontal - notable)|fashion
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,foreign|trilogy|meditative|golden palm|enigmatic
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,melancholy|meditative|criterion|reflective|enigmatic
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,trilogy|relationships|criterion|enigmatic|poland
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,visually appealing|story|cinematography|original|foreign
310,Rent-a-Kid (1995),Comedy,childhood|kids|children|family|adoption
311,Relative Fear (1994),Horror|Thriller,suspenseful|twists & turns|twist ending|classic car|grindhouse
312,Stuart Saves His Family (1995),Comedy,family|original|satire|dysfunctional family|saturday night live
313,"Swan Princess, The (1994)",Animation|Children,cartoon|disney animated feature|animated|love|animation
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,storytelling|mythology|irish accent|ireland|irish
315,"Specialist, The (1994)",Action|Drama|Thriller,revenge|vengeance|good action|explosions|action
316,Stargate (1994),Action|Adventure|Sci-Fi,scifi|egypt|science fiction|sci fi|sci-fi
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,fantasy|family|children|holiday|christmas
318,"Shawshank Redemption, The (1994)",Crime|Drama,prison|masterpiece|powerful ending|oscar (best picture)|imdb top 250
